Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,CustomerForYears,TotalSpent,FamilySize,Kids_Teens,TotalAcceptedCmp,SpendingEfficiency,CampaignSuccessRate,PCA1,PCA2,Cluster,Cluster_GMM
1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,64,12,32,2,1,0,0.0006621146285950755,0.0,-0.8386399198259751,-0.17225912973293958,4,0
1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,35,13,263,1,0,0,0.010832406606532395,0.0,0.30376632016673166,-0.596704399451674,3,1
1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,40,13,1445,2,1,0,0.022453577810581927,0.0,1.052984002476171,0.47588785220573815,2,0
1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,12,46,2,1,0,0.0009029699860628545,0.0,-0.7942631349828231,-0.16756868670769132,4,0
1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,72,13,1210,1,0,0,0.02255232699010307,0.0,1.5666312713067916,-0.3133180266149697,3,1
1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,49,12,945,2,1,0,0.014391228203761517,0.0,0.38068751436204107,0.14352073910330693,4,0
1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,36,12,1157,1,0,0,0.014245785980767573,0.0,1.1904436299607668,-1.053111619955667,5,1
1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,33,12,137,1,0,0,0.00392156862745098,0.0,-0.11496219677281189,-1.0373474554621807,5,1
1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,66,13,730,2,1,0,0.011918367346938775,0.0,0.20805434653310578,0.20491178490527218,2,0
1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,44,12,216,2,1,1,0.005445606958275557,0.2,-0.3969239528339483,-0.16264946601034952,2,0
1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,46,12,943,2,1,0,0.015676951722303496,0.0,0.40769999508755383,0.23440614753222824,4,0
1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,61,12,347,3,2,1,0.007093213409648406,0.2,-0.8054288047476826,0.8794561110957986,1,3
1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,66,11,1924,1,0,1,0.021588868940754038,0.2,2.0967771740189276,-1.0518362181074978,3,1
1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,79,12,397,2,1,0,0.008997371045236152,0.0,-0.2531607216040941,0.22822071624994703,4,0
1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,50,12,2089,1,0,0,0.025736426468232945,0.0,2.1786974284031064,-0.6329020505758393,5,1
1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,64,12,138,3,2,0,0.0037867354498806356,0.0,-1.354712444955881,1.045129282053628,1,3
1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,12,42,2,1,0,0.0016095037363479594,0.0,-0.9861417954239969,-0.05473327370800924,4,0
1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,12,777,1,0,0,0.010887384925806045,0.0,0.8226698546386106,-0.9863734025234006,5,1
1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,81,11,1902,1,0,2,0.02372044298114337,0.4,2.3503121679317407,-1.0259580597270288,3,1
1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,60,11,52,3,2,0,0.0016976820111002284,0.0,-1.6136079723387855,0.9343621582557308,1,3
1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,38,11,1651,1,0,1,0.02247665205434694,0.2,1.9048187009238933,-0.9350341337113974,3,1
1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,34,12,358,1,0,0,0.008385842449228175,0.0,0.27909966519858764,-0.9201715654956113,5,1
1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,72,13,1727,1,0,2,0.02449541154277123,0.4,2.3699590035444937,-0.8008925145852959,3,1
1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,38,13,210,2,1,0,0.008220786846741044,0.0,-0.4897893748428831,0.2949882916816711,2,0
1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,39,13,42,2,1,0,0.0012773722627737226,0.0,-0.8881806279227977,-0.048941328307609715,2,0
1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,67,12,1291,1,0,0,0.0165804040429986,0.0,1.3751774319694836,-0.8514325920622489,5,1
1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,11,442,1,0,0,0.008778027128472981,0.0,0.3452607650992806,-0.9884263650348564,5,1
1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,13,1895,1,0,0,0.030644091916104725,0.0,2.31580447136667,-0.14306295299972904,3,1
1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,12,411,3,2,0,0.008361476176913374,0.0,-0.8977728775587978,1.1230249877188214,1,3
1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,12,521,2,1,0,0.010926555094165513,0.0,-0.1018786608276104,0.18590623092762681,4,0
1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,12,1168,2,1,0,0.0160706669051583,0.0,0.6145877120224771,0.15447873206054458,4,0
1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,11,493,3,2,1,0.008506746730165304,0.2,-0.6763511675554148,0.7587650533004993,1,3
1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,12,260,3,2,0,0.003980647927001041,0.0,-1.0754953876837239,0.8222694798240604,1,3
1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,12,46,2,1,0,0.0016102495886862465,0.0,-0.957023560585712,-0.04965014389217146,4,0
1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,12,319,2,1,0,0.006736779861463085,0.0,-0.389409007419274,0.09830910238136495,4,0
1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,11,96,2,1,0,0.0021366094678507046,0.0,-0.82450815491436,-0.16607769673687922,0,0
1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,11,1062,1,0,1,0.013795432698552908,0.2,1.2553482306695507,-1.2065688001137371,3,1
1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,12,232,2,1,0,0.0040526141107830975,0.0,-0.49629684049851586,-0.0861553243434873,4,0
1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,12,76,2,1,0,0.003312412831241283,0.0,-0.8920695546208718,0.06783618988023916,4,0
1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,12,54,2,1,0,0.002133122654552637,0.0,-0.9447403941030156,0.011500602522661232,4,0
1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,13,201,2,1,0,0.0046060772721022965,0.0,-0.5402802431782918,0.05132205579137657,2,0
1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,13,406,2,1,0,0.009505970498712246,0.0,-0.2114247084876042,0.2069347858124559,2,0
1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,12,1919,1,0,2,0.02279936793831458,0.4,2.3547310052241897,-1.1538020797347124,3,1
1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,12,662,2,1,0,0.0122461060342595,0.0,0.07072936180241379,0.1747311691673702,4,0
1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,11,41,2,1,0,0.0016610622695782523,0.0,-1.0540530593897228,-0.10041598953744549,0,0
1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,11,1600,1,0,0,0.01868722261153936,0.0,1.595564663350947,-0.936988856374807,5,1
1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,12,134,2,1,0,0.002800417972831766,0.0,-0.7042960339256328,-0.1425866324210323,4,0
1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,11,69,3,2,1,0.0035359229271292405,0.2,-1.3997496041547397,0.9029383409601305,1,3
1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,11,21,3,2,0,0.0007732243455208218,0.0,-1.7130349030263965,0.8981794682029896,1,3
1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,62,11,54,3,2,0,0.0013654293516739153,0.0,-1.5595426505260181,0.8600518048425879,1,3
1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,36,11,91,2,1,1,0.004237682779174816,0.2,-0.719853733265366,-0.14847452142972423,2,0
1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,54,11,526,2,1,0,0.00869364008991141,0.0,-0.18320884813318772,-0.057684886119323896,0,0
1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,12,162,1,0,0,0.0072260136491368926,0.0,0.015109526974330323,-0.7124559711680098,5,1
1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,12,1008,1,0,0,0.012338123332272516,0.0,1.0753169758327548,-1.0024655997258751,5,1
1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,13,240,3,2,0,0.005522065252404399,0.0,-1.0963043584802552,1.142902662955794,1,3
1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,12,795,2,1,0,0.014486151603498542,0.0,0.24895094072271495,0.24471118240662112,4,0
1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,12,1772,1,0,1,0.022175501827101166,0.2,2.0431734940358104,-0.9423876790422852,3,1
1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,12,64,1,0,0,0.004178909565785178,0.0,-0.2570901283092323,-0.8066687048679435,5,1
1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,12,1957,2,1,4,0.022296658349568763,0.8,2.1381710650104426,-0.5079453286640451,2,1
1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,12,78,2,1,0,0.002360846272586943,0.0,-0.8634917218054394,-0.04071329426932533,4,0
1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,12,1572,1,0,0,0.01923147502477337,0.0,1.6300684983032678,-0.8678493135712309,5,1
1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,12,795,2,1,0,0.011119036629882936,0.0,0.19285521447956105,-0.010741346499503375,4,0
1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,11,889,2,1,0,0.01423174206768482,0.0,0.2742921692157997,0.12773299021279352,0,0
1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,12,331,2,1,0,0.006782925879628681,0.0,-0.38357720511550797,0.05262933468695154,4,0
1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,11,265,2,1,0,0.005080813697106812,0.0,-0.5234787264859322,-0.05972106278589131,0,0
1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,13,1065,2,1,0,0.015999399083602494,0.0,0.594410496080946,0.291434405420831,2,0
1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,12,11,3,2,0,0.00037545224930029354,0.0,-1.6405471289372207,0.9892419450776536,1,3
1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,12,21,2,1,0,0.00044033465433729633,0.0,-0.878593176859591,-0.22916016131498035,4,0
1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,13,17,3,2,0,0.0004450261780104712,0.0,-1.5241298923217894,0.9295314349709869,1,3
1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,13,369,2,1,0,0.008202004934539554,0.0,-0.2708811679142273,0.16564961067094325,2,0
1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,11,38,3,2,0,0.0009884764456468019,0.0,-1.6005226887924602,0.8384835298552203,1,3
1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,12,177,2,1,0,0.004586323944756821,0.0,-0.6579145529312147,0.005865187284953777,4,0
1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,12,279,2,1,0,0.00433142378091379,0.0,-0.42625794639172154,-0.18587167071560842,4,0
1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,12,62,2,1,0,0.0016775345653291486,0.0,-0.8803811069178727,-0.10691029118125506,4,0
1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,12,1230,2,1,3,0.01983998967675334,0.6,1.3392399716364543,-0.18337969668093612,2,1
1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,11,182,3,2,0,0.003548657554545986,0.0,-1.3029435887880234,0.840430604517081,1,3
1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,12,49,3,2,0,0.0036953242835595776,0.0,-1.5822374796662713,1.196672674847531,1,3
1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,12,75,3,2,0,0.0015798786653185035,0.0,-1.4211342863197203,0.8588207210603673,1,3
1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,12,227,3,2,0,0.004157280735490724,0.0,-1.154882957984507,0.9310435504817292,1,3
1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,13,215,3,2,1,0.0047559006348574335,0.2,-0.9647111947341104,0.8487845982043093,1,3
1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,12,444,2,1,0,0.010912040109120402,0.0,-0.15908887194304253,0.31923619356534344,4,0
1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,58,12,47,3,2,0,0.0009828318102925494,0.0,-1.4632341649166392,0.8303144677644299,1,3
1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,74,12,143,1,0,0,0.0052094717668488165,0.0,-0.05576237696564407,-0.8037041225057684,5,1
1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,42,11,55,2,1,0,0.0013940638227764681,0.0,-0.9408006911489805,-0.2012610716189106,0,0
1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,54,11,63,3,2,0,0.0023463687150837987,0.0,-1.608481126401644,0.9722345064621718,1,3
1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,70,13,1867,1,0,3,0.02339598997493734,0.6,2.617313189866809,-1.133261076072996,3,1
1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,64,12,611,2,1,0,0.00988769136162087,0.0,-0.006073985721152364,0.06220430210093543,4,0
1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,70,11,473,2,1,1,0.008781538347288492,0.2,-0.03900619854503451,-0.13497755622363672,2,0
1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,66,12,55,1,0,0,0.0022707567813054787,0.0,-0.28872729237030215,-0.9255159410817637,5,1
1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41,13,81,2,1,0,0.002041124886604173,0.0,-0.775153361784251,-0.06330844733142574,2,0
1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,50,13,2086,1,0,2,0.02263381183338216,0.4,2.5304442665893103,-1.1676918612875715,3,1
1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,60,12,1478,1,0,0,0.0211499384677027,0.0,1.6313112288152698,-0.6335623865282592,5,1
1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,48,11,49,2,1,0,0.0014768822713846525,0.0,-0.9815241832551577,-0.1333708637624485,0,0
1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,53,12,382,1,0,0,0.0063695329564970905,0.0,0.3266379584607465,-1.0864492552895533,5,1
1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,50,12,69,2,1,0,0.0039521163869637435,0.0,-0.8946598122369924,0.15596267170987752,4,0
1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,56,13,67,2,1,0,0.0028021748222501045,0.0,-0.8452674718054807,0.13252932942886406,2,0
1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,56,12,30,3,2,0,0.0007114230833076431,0.0,-1.5313559478214887,0.8555248015792303,1,3
1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,47,12,63,2,1,0,0.002402379499694936,0.0,-0.9200043845746075,0.012964151635205486,4,0
1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,44,13,79,2,1,0,0.002541091704461385,0.0,-0.8118462456832091,0.031171609301644684,2,0
1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,64,12,42,2,1,0,0.0013962301785180014,0.0,-0.9372694814954114,-0.007941511890858656,4,0
1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,65,13,819,2,1,0,0.013039947776521725,0.0,0.3137991896906609,0.2279818115917534,2,0
1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,70,12,1151,1,0,0,0.015787452335884564,0.0,1.2466387632701434,-0.820405588767518,5,1
1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,77,13,594,3,2,0,0.009663721997169212,0.0,-0.592543568258774,1.157968683937054,1,3
1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,59,12,129,3,2,0,0.002599862952960619,0.0,-1.3272097763852526,0.8816376416153492,1,3
1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,39,13,213,2,1,0,0.009731359649122808,0.0,-0.4293295539784735,0.3938312681014998,2,0
1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,52,11,67,2,1,0,0.0015791086285323716,0.0,-0.8923293746429342,-0.1867104989817045,0,0
1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,69,12,28,4,3,0,0.0010707456978967496,0.0,-2.262670536971487,2.030862551911961,1,3
1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,50,13,45,2,1,0,0.0014609915262491478,0.0,-0.8817626006164037,0.006529816620638763,2,0
1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,60,11,1193,1,0,1,0.014697910506603587,0.2,1.3862458489610614,-1.2107269336040947,3,1
1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,56,12,268,1,0,0,0.009971350969230196,0.0,0.23827295853370445,-0.6527216543853208,5,1
1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,81,12,266,1,0,0,0.005910323068035373,0.0,0.17173531137097547,-0.8978298903188917,5,1
1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,52,13,37,2,1,0,0.0019496258826009064,0.0,-0.9476727276327029,0.12186925693697473,2,0
1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,12,37,4,3,0,0.0016390537786834412,0.0,-2.2663580127173457,2.049127109053437,1,3
1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,56,13,882,1,0,0,0.01828358208955224,0.0,1.151530740628882,-0.46498831801363316,3,1
1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,51,12,373,3,2,0,0.00813753081571656,0.0,-0.9639223607578268,1.1016279051613533,1,3
1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,12,35,4,3,0,0.0009778994719342852,0.0,-2.198626150821821,1.9291570735457835,1,3
1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,49,12,107,3,2,0,0.0006588791664870657,0.0,-0.5645251887857279,-0.049687114826171545,5,0
1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,12,42,3,2,0,0.000775451423507256,0.0,-1.4379628508713516,0.7432504742824229,1,3
1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,13,326,2,1,0,0.010680820391848502,0.0,-0.24194323841669474,0.43339758113234733,2,0
1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,12,404,2,1,0,0.007418833553694726,0.0,-0.2757269983437371,0.03503980945701983,4,0
1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,12,95,1,0,0,0.0030032878098128477,0.0,-0.18669140091151687,-0.9871553485072917,5,1
